Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What is the most common level of education among the customers?,Which education level appears most frequently in the education_level column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
education_counts = db['education_level'].value_counts()
most_frequent_education = education_counts.idxmax()

return most_frequent_education
",string,Graduate,Graduate
What is the most common income category of the customers?,Which income category appears most frequently within the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
income_category_counts = db['income_category'].value_counts()
most_frequent_income_category = income_category_counts.idxmax()

return most_frequent_income_category
",string,Less than $40K,Less than $40K
Which gender is most represented among the customers?,What is the most frequent value in the gender column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
most_frequent_gender = db['gender'].mode()[0]

return most_frequent_gender
",string,F,F
What is the most common attrition flag value?,Which attrition flag value appears most frequently in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
attrition_counts = db['attrition_flag'].value_counts()
most_frequent_attrition = attrition_counts.idxmax()

return str(most_frequent_attrition)
",string,0,0
What are the top 3 most common education levels among the customers?,Can you provide a ranked list of the three most frequent values present in the education_level column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
education_level_counts = db['education_level'].value_counts()
top_three_education_levels = education_level_counts.nlargest(3).index.tolist()

return top_three_education_levels
",list of string,"['Graduate', 'High School', 'Unknown']","['Graduate', 'High School', 'Unknown']"
Which are 4 most frequent income categories?,What are the top 4 most common values present in income_category column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
top_4_income_categories = db['income_category'].value_counts().nlargest(4).index.tolist()

return top_4_income_categories
",list of string,"['Less than $40K', '$40K - $60K', '$80K - $120K', '$60K - $80K']","['Less than $40K', '$40K - $60K', '$80K - $120K', '$60K - $80K']"
Which are the top 3 most frequent income categories?,What are the three income categories that appear most often in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
income_counts = dataset['income_category'].value_counts()
top_three_categories = income_counts.nlargest(3).index.tolist()

return top_three_categories
",list of string,"['Less than $40K', '$40K - $60K', '$80K - $120K']","['Less than $40K', '$40K - $60K', '$80K - $120K']"
Which are the two most frequent income categories?,What are the two most common values found in the income_category column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
income_category_counts = db['income_category'].value_counts()
most_common_values = income_category_counts.head(2).index.tolist()

return most_common_values
",list of string,"['Less than $40K', '$40K - $60K']","['Less than $40K', '$40K - $60K']"
How old are the 5 oldest customers in the dataset?,What are the customer ages corresponding to the 5 largest values in the customer_age column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
ages = db['customer_age'].tolist()
ages.sort(reverse=True)
top_5_ages = ages[:5]

return top_5_ages
",list of (float64),"[73, 70, 68, 67, 67]","[73, 70, 68, 67, 67]"
What are the five customer IDs with the highest credit limit?,"Return a list containing the five smallest values from the credit_limit column, corresponding to customer IDs.","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
smallest_credit_limits = db.nlargest(5, 'credit_limit')['id'].tolist()

return smallest_credit_limits
",list of (uint16),"[6142, 8479, 1571, 6788, 2933]","[34516.0, 34516.0, 34516.0, 34516.0, 34516.0]"
Who are the 6 customers with the highest total transaction amount?,Retrieve the customer IDs of the top 6 customers based on their total transaction amount.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_6_customers = dataset.nlargest(6, 'total_trans_amt')['id'].tolist()

return top_6_customers
",list of (string),"[9667, 6883, 5578, 4026, 5500, 1160]","[18484, 17744, 17634, 17498, 17437, 17350]"
Who are the six customer ids with the highest total revolving balance?,,,,ERROR,"[2517, 2517, 2517, 2517, 2517, 2517]"
"Are there any job positions available in 'New York, NY'?","Do any jobs have a location of 'New York, NY'?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
new_york_jobs = dataset[dataset['Location'] == 'New York, NY']
if len(new_york_jobs) > 0:
return True
else:
return False
",bool,True,True
Are there any job listings from companies founded before 1900?,Is there at least one job listing where the founded year is less than 1900?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
founded_before_1900 = dataset[dataset[""Founded""] < 1900]
if len(founded_before_1900) > 0:
return True
else:
return False
",bool,True,True
Are there any job listings that require Python skills?,Is there at least one job listing where the python_yn column is equal to 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
has_python = dataset[dataset[""python_yn""] == 1]
if len(has_python) > 0:
return True
else:
return False
",bool,True,True
Is there a job listing for a 'Data Engineer' role?,Does any row in the dataset have a 'Job Title' that is equal to 'Data Engineer'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
data_engineer_exists = dataset['Job Title'].isin(['Data Engineer']).any()

return data_engineer_exists
",bool,True,True
How many unique job titles are listed?,,,,ERROR,264
"On average, how old are the companies that have job listings?",Calculate the mean of the age column for companies that have job listings in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
mean_age = dataset[""age""].mean()

return mean_age
",float64,46.591644000000000,46.591644000000000
What's the highest rating a company has received?,What is the maximum value present in the Rating column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_rating = dataset[""Rating""].max()

return max_rating
",float64,5.0,5.0
How many job listings are there from 'Government' type of ownership?,What is the count of job listings where the 'Type of ownership' column has a value equal to 'Government'?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
government_jobs = db[db['Type of ownership'] == 'Government']
count = len(government_jobs)

return count
",int64,15,15
Which job title has the highest average salary?,,,,ERROR,"Director II, Data Science - GRM Actuarial"
Which state has the most number of job listings?,What is the value of job_state with the highest count in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
job_state_counts = dataset['job_state'].value_counts()
most_frequent_job_state = job_state_counts.index[0]

return most_frequent_job_state
",category, CA, CA
From which sector is the job listing with the highest salary?,What is the value of the Sector column for the job listing that has the highest avg_salary?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
highest_avg_salary_job = db.loc[db[""avg_salary""] == db[""avg_salary""].max()]
sector_value = highest_avg_salary_job[""Sector""].iloc[0]

return sector_value
",string,Insurance,Insurance
Which company size has the most job listings?,What is the most frequent value present in the Size column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
size_counts = dataset['Size'].value_counts()
most_frequent_size = size_counts.idxmax()

return most_frequent_size
",category,1001 to 5000 employees,1001 to 5000 employees
Which are the top 3 sectors with the most job listings?,Return a list containing the names of the three sectors that have the highest count of job listings in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sector_counts = dataset['Sector'].value_counts()
top_3_sectors = sector_counts.nlargest(3).index.tolist()

return top_3_sectors
",list of (category),"['Information Technology', 'Biotech & Pharmaceuticals', 'Business Services']","['Information Technology', 'Biotech & Pharmaceuticals', 'Business Services']"
List the 4 most common industries in the dataset.,What are the top 4 most frequent values present in the Industry column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
industry_counts = db['Industry'].value_counts()
top_4_industries = industry_counts.head(4).index.tolist()

return top_4_industries
",list of (string),"['Biotech & Pharmaceuticals', 'Insurance Carriers', 'Computer Hardware & Software', 'IT Services']","['Biotech & Pharmaceuticals', 'Insurance Carriers', 'Computer Hardware & Software', 'IT Services']"
Which 5 states have the most number of job listings?,Return a list containing the names of the top 5 job_state values when sorted by the count of occurrences in descending order.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
job_state_counts = dataset['job_state'].value_counts()
top_5_job_states = job_state_counts.head(5).index.tolist()

return top_5_job_states
",list of (category),"[' CA', ' MA', ' NY', ' VA', ' IL']","[' CA', ' MA', ' NY', ' VA', ' IL']"
