Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
Who are the 6 customers with the highest total transaction amount?,,,,ERROR,"[18484, 17744, 17634, 17498, 17437, 17350]"
Who are the six customer ids with the highest total revolving balance?,Which are the six customer ids that have the highest total revolving balance?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extracting relevant columns from the dataset
    relevant_data = db[['id', 'total_revolving_bal']]
    
    # Sorting the data based on total_revolving_bal in descending order
    sorted_data = relevant_data.sort_values(by='total_revolving_bal', ascending=False)
    
    # Selecting the top 6 ids
    top_6_ids = sorted_data.head(6)['id'].tolist()
    
    return top_6_ids
",list of uint16,"[7932, 6567, 2233, 5532, 7493, 3354]","[2517, 2517, 2517, 2517, 2517, 2517]"
"Are there any job positions available in 'New York, NY'?","Is there any job position listed for 'New York, NY'?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if the location column exists in the dataset
    if 'Location' not in dataset.columns:
        return False
    
    # Check if there are any job positions listed for 'New York, NY'
    is_listed_in_new_york = dataset['Location'].str.contains('New York, NY', na=False).any()
    
    return is_listed_in_new_york
",bool,TRUE,TRUE
Are there any job listings from companies founded before 1900?,Are there any job listings available from companies that were founded before 1900?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Assuming 'db' is a DataFrame containing the dataset
    pre_1900_companies = db[db['Founded'] < 1900]
    return not pre_1900_companies.empty
",bool,TRUE,TRUE
Are there any job listings that require Python skills?,Are there any job listings in the dataset that specify the requirement of Python skills?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Check if 'python_yn' column exists in the dataset
    if 'python_yn' not in dataset.columns:
        return False
    
    # Determine if any job listings require Python skills
    has_python = dataset['python_yn'].astype(bool).any()
    
    return has_python
",bool,TRUE,TRUE
Is there a job listing for a 'Data Engineer' role?,,,,ERROR,TRUE
How many unique job titles are listed?,,,,ERROR,264
"On average, how old are the companies that have job listings?",,,,ERROR,46.5916442
What's the highest rating a company has received?,What is the maximum rating achieved by any company?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_rating = dataset[""Rating""].max()
    return max_rating
",float64,5,5
How many job listings are there from 'Government' type of ownership?,,,,ERROR,15
Which job title has the highest average salary?,,,,ERROR,"Director II, Data Science - GRM Actuarial"
Which state has the most number of job listings?,In which state are there the highest number of job listings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Group by job_state and count the occurrences
    state_counts = dataset['job_state'].value_counts()
    
    # Get the state with the maximum count
    most_common_state = state_counts.idxmax()
    
    return most_common_state
",category, CA, CA
From which sector is the job listing with the highest salary?,In which sector does the job listing with the highest salary belong?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_salary_job = dataset.loc[dataset['avg_salary'] == dataset['avg_salary'].max()]
    sector_of_max_salary = max_salary_job['Sector'].values[0]

    return sector_of_max_salary
",string,Insurance,Insurance
Which company size has the most job listings?,What is the company size that has the highest number of job listings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter out any duplicate entries based on 'Job Title' to ensure accurate count of job listings per company size
    unique_jobs = dataset.drop_duplicates(subset='Job Title')
    
    # Group by 'Size' and count the number of unique job titles for each size
    size_counts = unique_jobs.groupby('Size').size()
    
    # Find the size with the maximum count
    max_size_count = size_counts.idxmax()
    
    return max_size_count
",category,10000+ employees,1001 to 5000 employees
Which are the top 3 sectors with the most job listings?,,,,ERROR,"['Information Technology', 'Biotech & Pharmaceuticals', 'Business Services']"
List the 4 most common industries in the dataset.,What are the top 4 most frequent industries represented in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'Industry' column from the dataset
    industry_column = dataset['Industry']
    
    # Get the value counts of each unique industry and sort them in descending order
    industry_counts = industry_column.value_counts().head(4)
    
    # Convert the index of the sorted value counts to a list of strings
    top_industries = industry_counts.index.tolist()
    
    return top_industries
",list of string,"['Biotech & Pharmaceuticals', 'Insurance Carriers', 'Computer Hardware & Software', 'IT Services']","['Biotech & Pharmaceuticals', 'Insurance Carriers', 'Computer Hardware & Software', 'IT Services']"
Which 5 states have the most number of job listings?,What are the names of the five states with the highest number of job listings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Group by job_state and count the occurrences
    state_counts = dataset.groupby('job_state').size().reset_index(name='counts')
    
    # Sort the states based on their counts in descending order
    sorted_states = state_counts.sort_values(by='counts', ascending=False)
    
    # Select the top 5 states
    top_five_states = sorted_states.head(5)['job_state'].tolist()
    
    return top_five_states
",list of string,"[' CA', ' MA', ' NY', ' VA', ' IL']","[' CA', ' MA', ' NY', ' VA', ' IL']"
List the 3 company sizes with the least number of job listings.,Which are the three company sizes that have the fewest job listings?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Group by 'Size' and count the number of unique 'Job Title' entries for each size
    size_counts = dataset.groupby('Size')['Job Title'].nunique().reset_index()
    
    # Sort the sizes based on their counts in ascending order
    sorted_sizes = size_counts.sort_values(by='Job Title', ascending=True)
    
    # Get the top three company sizes with the fewest job listings
    smallest_three_sizes = sorted_sizes.head(3)['Size'].tolist()
    
    return smallest_three_sizes
",list of string,"['-1', 'Unknown', '1 to 50 employees']","['-1', '1 to 50 employees', 'Unknown']"
What are the top 4 average salaries for job titles in the dataset?,,,,ERROR,"[254.0, 232.5, 225.0, 205.0]"
List the year the 3 oldest companies that have job listings were founded.,Which years were the three oldest companies that currently have job listings founded?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the relevant information from the dataset where there are current job listings (age = 0)
    current_job_listings = dataset[dataset['age'] == 0]
    
    # Sort the data by the 'Founded' column in descending order to get the oldest companies first
    sorted_companies = current_job_listings.sort_values(by='Founded', ascending=True)
    
    # Select the top three founded years
    three_oldest_founded_years = sorted_companies['Founded'].head(3).tolist()
    
    return three_oldest_founded_years
",list of int64,[],"[1744, 1781, 1781]"
Which are the highest 3 ratings given?,,,,ERROR,"[5.0, 5.0, 5.0]"
List the average salaries of the 6 most recent companies.,What is the average salary for the six most recently founded companies?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Sort the dataset by 'Founded' column in descending order to get the most recently founded companies
    sorted_df = dataset.sort_values(by='Founded', ascending=False)
    
    # Select the top 6 companies based on the sorted order
    recent_companies = sorted_df.head(6)
    
    # Calculate the average salary of these six companies
    average_salary = recent_companies['avg_salary'].mean().round(2)
    
    return [average_salary]

",list of float64,[np.float64(107.75)],"[78.0, 88.5, 110.0, 40.5, 132.5, 20.5]"
Are there any authors in the dataset who have more followers than people they are following?,,,,ERROR,TRUE
Is there any tweet in the dataset that has more replies<gx:number> than retweets<gx:number>?,,,,ERROR,TRUE
Are there any verified users who have tweeted in a language other than English?,,,,ERROR,TRUE
