Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
"On average, what is the sentiment confidence of the tweets?",What is the mean value of the airline_sentiment_confidence column in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_airline_sentiment_confidence = dataset[""airline_sentiment_confidence""].mean()
    return mean_airline_sentiment_confidence",float64,0.9001690000000000,0.9001690000000000
What's the maximum number of retweets a tweet has received?,What is the highest retweet count among all the tweets?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_retweet_count = dataset[""retweet_count""].max()
    return max_retweet_count",int64,44,44
How many tweets are from 'Virgin America' airline?,What is the total count of tweets where the airline is 'Virgin America'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    virgin_america_tweets = dataset[dataset[""airline""] == 'Virgin America']
    total_count = len(virgin_america_tweets)

    return total_count",int64,504,504
Which airline has the highest average sentiment confidence?,What is the airline with the maximum average airline sentiment confidence?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    average_confidence = dataset.groupby(""airline"")[""airline_sentiment_confidence""].mean()
    max_confidence_airline = average_confidence.idxmax()
    
    return max_confidence_airline",string,US Airways,US Airways
Which negative reason is most commonly associated with 'American' airline?,What is the most frequent negative reason mentioned for the airline 'American' in the tweets?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    american_airline_tweets = dataset[dataset[""airline""] == ""American""]
    most_frequent_negative_reason = american_airline_tweets[""negativereason""].mode().iloc[0]
    
    return most_frequent_negative_reason",string,Customer Service Issue,Customer Service Issue
From which timezone is the tweet with the highest sentiment confidence?,What is the user_timezone of the tweet with the maximum airline_sentiment_confidence?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_confidence_tweet = dataset.loc[dataset[""airline_sentiment_confidence""] == dataset[""airline_sentiment_confidence""].max()]
user_timezone = max_confidence_tweet[""user_timezone""].iloc[0]

return user_timezone",category,Eastern Time (US & Canada),Eastern Time (US & Canada)
Which airline has the most tweets with negative sentiment?,What is the airline with the highest number of tweets where the airline_sentiment is negative?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    negative_tweets = dataset[dataset[""airline_sentiment""] == ""negative""]
    airline_counts = negative_tweets[""airline""].value_counts()
    max_airline = airline_counts.idxmax()

    return max_airline",string,United,United
Which are the top 3 airlines with the highest average sentiment confidence?,What are the names of the top 3 airlines with the highest average airline sentiment confidence?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    average_confidence = dataset.groupby(""airline"")[""airline_sentiment_confidence""].mean().reset_index()
    top_3_airlines = average_confidence.nlargest(3, ""airline_sentiment_confidence"")
    top_3_airline_names = top_3_airlines[""airline""].tolist()

    return top_3_airline_names",list of (string),"['US Airways', 'American', 'United']","['US Airways', 'American', 'United']"
List the 3 most common negative reasons in the dataset.,What are the top 3 most frequently occurring negative reasons in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    negativereason_counts = dataset['negativereason'].value_counts()
    top_3_negativereasons = negativereason_counts.nlargest(3).index.tolist()
    
    return top_3_negativereasons",list of (string),"['Customer Service Issue', 'Late Flight', ""Can't Tell""]","['Customer Service Issue', 'Late Flight', 'Can't Tell']"
Which 3 user timezones have the most number of tweets?,What are the top 3 user timezones with the highest frequency of tweets?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_timezones = dataset[""user_timezone""].value_counts().head(3).index.tolist()
    return top_3_timezones",list of (string),"['Eastern Time (US & Canada)', 'Central Time (US & Canada)', 'Pacific Time (US & Canada)']","['Eastern Time (US & Canada)', 'Central Time (US & Canada)', 'Pacific Time (US & Canada)']"
List the 2 airlines with the least number of tweets in the dataset.,What are the names of the two airlines with the minimum number of tweets in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    airline_tweet_counts = dataset[""airline""].value_counts()
    min_tweet_count = airline_tweet_counts.min()
    min_airlines = airline_tweet_counts[airline_tweet_counts == min_tweet_count].index.tolist()
    if len(min_airlines) > 2:
        min_airlines = min_airlines[:2]
    return min_airlines",list of (string),['Virgin America'],"['Virgin America', 'Delta']"
What are the top 4 tweet IDs with the lowest sentiment confidence?,What are the top 4 tweet ids that have the smallest airline sentiment confidence values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smallest_confidence_ids = dataset.nsmallest(4, 'airline_sentiment_confidence')['tweet_id'].tolist()
    return smallest_confidence_ids",list of int64,"[569972097453137920, 568092537786748928, 568028183267639297, 568993773277069312]","[570306133677760513, 570301031407624196, 570300817074462722, 570300767074181121]"
List the 3 highest retweet counts in the dataset.,"What are the top 3 highest retweet counts in the dataset, ordered in descending order by retweet count?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_retweet_counts = dataset['retweet_count'].sort_values(ascending=False).head(3).tolist()
    return top_3_retweet_counts",list of (int64),"[44, 32, 31]","[44, 32, 31]"
What are the 2 lowest values for sentiment confidence?,What are the two smallest values in the airline_sentiment_confidence column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smallest_two_confidences = dataset['airline_sentiment_confidence'].nsmallest(2).tolist()
    return smallest_two_confidences",list of (float64),"[0.335, 0.3353]","[0.335, 0.335]"
List the 6 highest sentiment confidence values.,What are the top 6 highest values of airline sentiment confidence in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_6_confidence = dataset['airline_sentiment_confidence'].sort_values(ascending=False).head(6).tolist()
    return top_6_confidence",list of (float64),"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Is it true that the student with the highest number of absences is from a rural area?,Does the student with the maximum number of absences have an address attribute set to rural?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_absences_student = dataset.loc[dataset[""absences""] == dataset[""absences""].max()]
    address = max_absences_student[""address""].iloc[0]
    return address == ""rural""",bool,False,True
Are all students who are in a romantic relationship older than 17?,Is the age of every student who is in a romantic relationship greater than 17?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    romantic_students = dataset[dataset[""romantic""] == ""yes""]
    ages = romantic_students[""age""]
    return (ages > 17).all()",bool,False,False
Is the average final grade (G3) of students who consume a lot of alcohol (Dalc > 2) lower than those who don't?,Is the mean of the final grade of students who have a weekly alcohol consumption greater than 2 less than the mean of the final grade of students who have a weekly alcohol consumption less than or equal to 2?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_final_grade_high_alcohol = dataset.loc[dataset[""Walc""] > 2, ""G3""].mean()
    mean_final_grade_low_alcohol = dataset.loc[dataset[""Walc""] <= 2, ""G3""].mean()
    is_mean_less = mean_final_grade_high_alcohol < mean_final_grade_low_alcohol

    return is_mean_less",bool,True,True
Do all students who have both parents at home (Pstatus = 'T') have more than 3 free time after school (freetime > 3)?,Is it true that every student with both parents at home has more than 3 hours of free time after school?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    students_with_both_parents = dataset[dataset[""famsup""] == ""yes""]
    has_more_than_3_hours_free_time = (students_with_both_parents[""freetime""] > 3).all()

    return has_more_than_3_hours_free_time",bool,False,False
