Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What are the top 2 genres among English language movies from the USA with a metascore greater than 90?,Which two genres appear most frequently in movies from the USA that are in English and have a metascore above 90?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter movies from USA, in English, with metascore > 90
    filtered = dataset[(dataset['country'] == 'USA') & 
                      (dataset['language'] == 'English') & 
                      (dataset['metascore'] > 90)]
    
    # Split genres and count occurrences
    genre_counts = filtered['genre'].str.split(', ').explode().value_counts()
    
    # Get top 2 genres
    top_genres = genre_counts.head(2).index.tolist()
    
    return top_genres",list of (string),"['Drama', 'Comedy']","['Drama', 'Crime, Drama']"
What are the top 5 years for English language movies from the USA in the drama genre?,Retrieve the top 5 years with the highest number of English language movies from the USA in the drama genre.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered = dataset[
        (dataset['language'] == 'English') & 
        (dataset['country'] == 'USA') & 
        (dataset['genre'] == 'Drama')
    ]
    top_years = filtered['year'].value_counts().head(5).index.tolist()
    return top_years
",list of (float64),"[2018.0, 2013.0, 2017.0, 2012.0, 2010.0]","[2017.0, 2016.0, 2015.0, 2013.0, 2018.0]"
What are the 3 longest durations for English language movies from the USA with a metascore of 100?,"Retrieve the top 3 duration values for movies where the language is English, the country is USA, and the metascore is 100.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['language'] == 'English') & 
                          (dataset['country'] == 'USA') & 
                          (dataset['metascore'] == 100)]
    top_durations = filtered_data.nlargest(3, 'duration')['duration'].tolist()
    return top_durations
",list of (uint16),"[128, 112, 102]","[102, 119, 112]"
What are the four years with more English language movies from the USA?,Which four years have the highest count of movies where the language is English and the country is USA?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['language'] == 'English') & (dataset['country'] == 'USA')]
    year_counts = filtered_data['year'].value_counts().nlargest(4)
    top_years = year_counts.index.tolist()
    
    return top_years
",list of (float64),"[2017.0, 2016.0, 2018.0, 2015.0]","[2017.0, 2016.0, 2018.0, 2013.0]"
Can you show the 6 highest metascores among English language movies from the USA?,What are the top 6 metascores for movies from the USA with English as their language?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    usa_english_movies = dataset[(dataset['country'] == 'USA') & (dataset['language'] == 'English')]
    top_metascores = usa_english_movies.nlargest(6, 'metascore')['metascore'].tolist()
    return top_metascores
",list of (float64),"[100.0, 100.0, 100.0, 100.0, 99.0, 99.0]","[49.0, 55.0, 57.0, 48.0, 54.0, 52.0]"
Is it true that the song with the lowest popularity in the dataset is longer than 300000 ms?,Does the track with the minimum popularity value have a duration greater than 300000 milliseconds?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_popularity_track = dataset.loc[dataset[""popularity""] == dataset[""popularity""].min()]
    duration_gt_300000 = min_popularity_track[""duration_ms""].iloc[0] > 300000
    
    return duration_gt_300000",bool,False,True
Did any song released in the year 2020 in the dataset achieve the maximum popularity?,Is there a song from the year 2020 that has the highest popularity value in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_popularity = dataset[""popularity""].max()
    songs_from_2020 = dataset[dataset[""release_year""] == 2020]
    has_max_popularity = max_popularity in songs_from_2020[""popularity""].values
    
    return has_max_popularity
",bool,True,False
Does the song with the longest duration also have the highest energy?,Is the track with the maximum duration also the one with the highest energy value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_duration_track = dataset.loc[dataset[""duration_ms""] == dataset[""duration_ms""].max()]
    max_energy_track = dataset.loc[dataset[""energy""] == dataset[""energy""].max()]
    is_same_track = max_duration_track[""id""].values[0] == max_energy_track[""id""].values[0]
    
    return is_same_track
",bool,False,False
Does the song with the highest energy also have the highest popularity?,Is the track with the maximum energy value also the one with the highest popularity score?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_energy_track = dataset.loc[dataset[""energy""] == dataset[""energy""].max()]
    max_popularity_track = dataset.loc[dataset[""popularity""] == dataset[""popularity""].max()]
    is_same_track = max_energy_track[""id""].values[0] == max_popularity_track[""id""].values[0]
    
    return is_same_track",bool,False,False
How many unique artists are there in the dataset?,,,,ERROR,13056
What's the average song duration in the dataset?,Calculate the mean duration in milliseconds for all songs in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_duration = dataset[""duration_ms""].mean()
    return mean_duration
",float64,228986.69315400000,228998.0798100000
What's the maximum popularity score in the dataset?,What is the highest value in the popularity column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_popularity = dataset[""popularity""].max()
    return max_popularity
",uint8,94,94
How many songs were released in the year with the most releases?,What is the count of songs in the release year that has the highest number of song releases?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    year_counts = dataset[""release_year""].value_counts()
    max_year = year_counts.idxmax()
    count = year_counts.max()
    
    return count",int64,489,489
Who is the artist with the highest popularity score?,What is the name of the artist who has the maximum popularity score?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_popularity = dataset.loc[dataset[""popularity""] == dataset[""popularity""].max()]
    artist_name = max_popularity[""artists""].iloc[0]
    
    return artist_name",string,['Giveon'],['Giveon']
In which month was the most popular song released?,What is the release month of the song with the highest popularity value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_popularity_song = dataset.loc[dataset[""popularity""] == dataset[""popularity""].max()]
    release_month = max_popularity_song[""release_month""].iloc[0]
    
    return release_month",float64,3.0,3.0
What's the name of the longest song?,Which song has the highest duration in milliseconds?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_duration_song = dataset.loc[dataset[""duration_ms""] == dataset[""duration_ms""].max(), ""name""].iloc[0]
    return max_duration_song",string,Monster Tunes Yearmix 2011 - Mixed by Mark Eteson,Monster Tunes Yearmix 2011 - Mixed by Mark Eteson
What's the name of the song with the most energy?,Which song has the highest energy value in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_energy_song = dataset.loc[dataset[""energy""] == dataset[""energy""].max(), ""name""].iloc[0]
    return max_energy_song
",string,Marathon (Mix Cut) - Simon O'Shine Mix,Marathon (Mix Cut) - Simon O'Shine Mix
What are the the 2 shortest songs in the dataset?,What are the names of the 2 songs with the smallest duration in milliseconds?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sorted_songs = dataset.sort_values(by='duration_ms').head(2)
    song_names = sorted_songs['name'].tolist()
    return song_names",list of string,"['Rhapsody on a Theme of Paganini, Op. 43: Introduction - Allegro vivace', 'Intro']","['Rhapsody on a Theme of Paganini, Op. 43: Introduction - Allegro vivace', 'Intro']"
What are the names of the top 3 most popular songs?,Retrieve the names of the 3 songs with the highest popularity values.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_songs = dataset.nlargest(3, 'popularity')
    song_names = top_songs['name'].tolist()
    return song_names",list of string,"['Heartbreak Anniversary', 'Good Days', 'Paradise (feat. Dermot Kennedy)']","[Heartbreak Anniversary, Good Days, Paradise (feat. Dermot Kennedy)]"
